,Wikipedia_features,wikipedia_featurs_No
5905,300,29.03715882587412
5906,when there,29.032675256020894
5907,you consider,29.03210002228903
5908,jim,29.010803575250446
5909,misunderstanding,29.001277101422474
5910,inclusion of,28.98093219191371
5911,this up,28.976306712133646
5912,me because,28.97502062272902
5913,goodbye,28.973815733544633
5914,produce your,28.96901988278417
5915,so will,28.953889932151217
5916,this particular,28.95366073885703
5917,to suggest,28.948951800427082
5918,is totally,28.948552487611156
5919,your first,28.943492367578393
5920,medicine,28.941705696240234
5921,user name,28.940869834965195
5922,primarily,28.939654612900576
5923,put on,28.935588824221615
5924,dumbass,28.931755665658333
5925,auto,28.92377628126798
5926,header,28.92340158681974
5927,supporters,28.917533586943197
5928,he just,28.91544683618267
5929,is written,28.902105049160888
5930,me please,28.897587706269643
5931,by wikipedia,28.8937120085506
5932,disambiguation page,28.89059025954343
5933,instructions,28.876955381374778
5934,was one,28.86128637609447
5935,fix the,28.859434375962167
5936,the existing,28.850231186633398
5937,your disruptive,28.836273723831464
5938,be careful,28.83585354309449
5939,palestine,28.83150939600375
5940,here if,28.829920448916127
5941,what said,28.827027725893327
5942,just so,28.82095729923247
5943,vandalised,28.798223801610593
5944,welcome hello,28.79655029242173
5945,edits that,28.780806997243506
5946,prominent,28.777404979599808
5947,you wrote,28.77735459706585
5948,it what,28.776015945441006
5949,blogs,28.775436420766994
5950,of others,28.7743737188315
5951,or that,28.765989906277696
5952,new article,28.76220354514316
5953,of editors,28.758777808772074
5954,should probably,28.74624102069217
5955,moves,28.74339729753372
5956,apply to,28.74016987397313
5957,principle,28.736625307656617
5958,opinion of,28.71837810590791
5959,director,28.71661043001982
5960,consensus is,28.715446639295084
5961,for doing,28.708614239024765
5962,would say,28.70129125084781
5963,though the,28.699994093857214
5964,fact the,28.693494924021444
5965,edit history,28.69027839887444
5966,resource,28.686616665254245
5967,deletions,28.681042279696516
5968,wikipedia in,28.662468898819846
5969,ethnicity,28.6555133051848
5970,please consider,28.652739845404295
5971,renamed,28.651923815176062
5972,has now,28.643834280890573
5973,phone,28.642212365768746
5974,remark,28.641093376725628
5975,maybe it,28.633806561530736
5976,see here,28.630192621671664
5977,that most,28.62303117533685
5978,vague,28.618908303508242
5979,prose,28.61368994234905
5980,dave,28.61192943435111
5981,support for,28.60658684637523
5982,approved,28.602042605923305
5983,why can,28.594515015082372
5984,alex,28.593557828836865
5985,there to,28.592376836306908
5986,time the,28.58893839878281
5987,do your,28.587054410880764
5988,same person,28.58289256552071
5989,go through,28.572167064203384
5990,commenting,28.566371082708848
5991,virgin,28.558844220280985
5992,minister,28.554637917580877
5993,and where,28.552452630392857
5994,ring,28.54948642202396
5995,subjective,28.54305589667523
5996,join the,28.53452813525991
5997,causes,28.534525338610035
5998,smaller,28.530067063956288
5999,hadn,28.52904088342682
6000,province,28.52605476867821
6001,youtube com,28.51804183574486
6002,is doing,28.515673563049994
6003,move on,28.512754425457178
6004,references and,28.508280973059033
6005,is relevant,28.507252134847175
6006,fourth,28.50152593854025
6007,tutorial how,28.499525298144718
6008,the web,28.48896559399312
6009,makes no,28.488588104713426
6010,ms,28.46764192859987
6011,founder,28.457658074352842
6012,questionable,28.45624357015517
6013,trade,28.455604322318795
6014,web site,28.451880754394306
6015,the standard,28.444768391422837
6016,years of,28.44071578918188
6017,feels,28.431769622175427
6018,ownership,28.431530570299472
6019,allowing,28.431351284321867
6020,you this,28.427542692891407
6021,solid gray,28.421343519820176
6022,slow,28.420946671199648
6023,is different,28.40476705447072
6024,will go,28.401563071449306
6025,again for,28.400162051475466
6026,assessment,28.397121171718887
6027,to justify,28.39665520743312
6028,baseball,28.390712123461007
6029,you try,28.386822051125726
6030,right wing,28.3857260976345
6031,returned,28.385701184459585
6032,because am,28.362722747852114
6033,an official,28.361499340344025
6034,yourself and,28.35101805002699
6035,being deleted,28.346677897636813
6036,now on,28.34161748564519
6037,automatically produce,28.33919389586503
6038,says the,28.336054911338746
6039,date if,28.333166579109687
6040,conclusions,28.32803553519205
6041,author of,28.326314198921775
6042,what if,28.317057445103462
6043,don do,28.31305601856269
6044,block you,28.31300037129275
6045,connected,28.308839188132968
6046,write great,28.305430863282513
6047,committed,28.30390837563956
6048,responsible for,28.302454313942768
6049,ice,28.298392946381473
6050,cancer,28.27487707705176
6051,constitute,28.269564045303692
6052,vast,28.262238612293878
6053,newspapers,28.259051718856693
6054,into it,28.245838024066376
6055,stop the,28.2454181270854
6056,request to,28.240845640859046
6057,this place,28.23483541048473
6058,you come,28.227933508757793
6059,only thing,28.21512123796785
6060,favour,28.19485732828601
6061,be some,28.19018964895739
6062,add that,28.189490366794566
6063,suspected,28.186835248106743
6064,here that,28.182431881849055
6065,that other,28.170618258929927
6066,barnstar style,28.169391638858215
6067,freak,28.16934174466224
6068,1999,28.164992334845234
6069,the wording,28.161556387144017
6070,are one,28.161101719833827
6071,dan,28.159519053902525
6072,am trying,28.150475731631424
6073,the concept,28.14898322127286
6074,your fucking,28.137480183034114
6075,now but,28.132399376024228
6076,any reason,28.131079470332097
6077,other sources,28.130652608134316
6078,korea,28.128857605586788
6079,sound like,28.128844632262673
6080,it my,28.123888058991117
6081,around here,28.123484174116484
6082,discussion about,28.122242646305647
6083,expressed,28.119344274881634
6084,methods,28.116166865476902
6085,use this,28.11314359726354
6086,the body,28.112036313077734
6087,convention,28.111308440061865
6088,novel,28.110057577795132
6089,hope this,28.109310251636444
6090,regarded,28.078339073957675
6091,to meet,28.076392816801512
6092,was used,28.062780143651597
6093,mission,28.061385925902638
6094,and over,28.057806771302346
6095,not yet,28.05754260274205
6096,to state,28.052120704145505
6097,bs,28.04924082221254
6098,little bit,28.049216867222032
6099,in her,28.04803160997392
6100,uploading,28.04617802778496
6101,that on,28.01399719852041
6102,writes,28.001387660324845
6103,created by,27.995823372745207
6104,necessary to,27.994675576481377
6105,the french,27.992822563654606
6106,ex,27.990994948752668
6107,shoot,27.98230451323512
6108,be listed,27.981970875388885
6109,watchlist,27.981303228603736
6110,request that,27.97465052325861
6111,claims that,27.972705858214873
6112,cuz,27.969736610640066
6113,since this,27.96562819471334
6114,ask your,27.96483764023112
6115,guess what,27.94974953232116
6116,that said,27.940595797374424
6117,url,27.939816626496995
6118,the anti,27.937820939777716
6119,polite,27.929212568810573
6120,me am,27.918871511923196
6121,on her,27.910937475279386
6122,starts,27.898106826929084
6123,ship,27.887996707210686
6124,sent to,27.877750115751123
6125,it myself,27.877679146680542
6126,erase,27.876371509697837
6127,to assume,27.872501795643547
6128,responded to,27.870673400382064
6129,work of,27.8609505809826
6130,shut the,27.85334223620837
6131,that user,27.85113570242084
6132,apart from,27.85003186993216
6133,acknowledge,27.845209565097385
6134,massacre,27.837580795542088
6135,set of,27.836013856148515
6136,if can,27.831464218711222
6137,and very,27.827326892483093
6138,gender,27.824767251647433
6139,have taken,27.821285040794933
6140,daughter,27.81650725649404
6141,posted on,27.810912442993626
6142,invented,27.81058630842842
6143,may also,27.80803372911929
6144,article can,27.8057113584515
6145,copyvio,27.8040639005635
6146,bin,27.803768126220294
6147,making it,27.80340273302168
6148,and could,27.802596871120976
6149,39,27.80186553921017
6150,unrelated,27.799799296133056
6151,soldiers,27.799314608524032
6152,change my,27.79808667451103
6153,article would,27.79505569664126
6154,say this,27.793868661112157
6155,wikipedian please,27.792189900873957
6156,accusing me,27.790760007727386
6157,joined,27.78908776048285
6158,is mentioned,27.7866285441921
6159,trivial,27.783110702731705
6160,two of,27.770440088822706
6161,ball,27.75548856296195
6162,academy,27.749257489086254
6163,merger,27.747024792105307
6164,my best,27.743821575816156
6165,real name,27.740061217273603
6166,sales,27.729523881207275
6167,heck,27.720663357615397
6168,than one,27.713139185165794
6169,was created,27.706855270973026
6170,surprise,27.701825099939395
6171,scene,27.700440813268372
6172,to wait,27.697360814784375
6173,most likely,27.6955063518228
6174,reasons for,27.695220977293722
6175,application,27.694316652479046
6176,dogs,27.69073961204952
6177,article are,27.683511397799112
6178,55,27.679730609360107
6179,introduced,27.674597220104033
6180,account and,27.67417195329906
6181,sleep,27.671995660550724
6182,especially when,27.656007299280493
6183,or maybe,27.65175578490197
6184,that did,27.64910593933367
6185,to hide,27.646777133308813
6186,intend to,27.64585273644814
6187,been made,27.640266857359272
6188,museum,27.6380114378071
6189,serbia,27.636381827958605
6190,contested,27.63372023689496
6191,prince,27.63278190797534
6192,enter,27.630554555031853
6193,pc,27.628093099886307
6194,be speedily,27.623340831321265
6195,chat,27.60863375231471
6196,tell the,27.607802812634546
6197,all it,27.599269572839233
6198,was about,27.59229606246854
6199,against you,27.589900740124378
6200,question and,27.576106348702456
6201,don mind,27.56833166286148
6202,and take,27.565154655141523
6203,subject is,27.55828553215742
6204,moon,27.555747317977723
6205,feet,27.55204505906658
6206,and people,27.55110731811966
6207,pieces,27.547238432957755
6208,andrew,27.546631255041092
6209,why he,27.539755806396666
6210,help pages,27.53825243567791
6211,even in,27.531368733668575
6212,too long,27.525090408025438
6213,tonight,27.52456283000403
6214,show the,27.523794327589385
6215,that be,27.51577898637364
6216,be reported,27.51074850090521
6217,editors are,27.509883757911158
6218,quoting,27.5013941056355
6219,sure to,27.485265216869706
6220,iii,27.478133282542345
6221,substantial,27.47703036387721
6222,cell,27.475449714707764
6223,didn even,27.47442015759086
6224,read wp,27.470762009295978
6225,the episode,27.470171772956167
6226,is trying,27.467341128161163
6227,should do,27.457642750301435
6228,me this,27.45386904466366
6229,remove this,27.449060485515684
6230,register,27.44180633169746
6231,the proposed,27.437937381288293
6232,cult,27.430838786225625
6233,the map,27.426230118401335
6234,can even,27.425379877343637
6235,which can,27.424606656862174
6236,my posts,27.423869041779106
6237,so do,27.42267667999683
6238,for good,27.41739436164551
6239,opinion is,27.406144176387393
6240,discuss it,27.402900828620393
6241,the dispute,27.398866485045144
6242,well that,27.395670497168027
6243,someone to,27.38993255042975
6244,and any,27.388573905372333
6245,voted,27.388131216154573
6246,utterly,27.38805493638877
6247,newsletter,27.38794410109132
6248,administrators noticeboard,27.38529824800947
6249,summer,27.379313016819843
6250,consideration,27.373633035048556
6251,is known,27.372799780567835
6252,that because,27.372058413623876
6253,them all,27.372038608766918
6254,adding to,27.367065356336017
6255,the pov,27.363153464613017
6256,se,27.3618881789476
6257,the album,27.35766228068928
6258,content and,27.357655082202925
6259,by that,27.35039181593733
6260,we were,27.34820261207973
6261,been listed,27.345684008312112
6262,day and,27.34264178831224
6263,is always,27.33952981990612
6264,cnn,27.338834800294414
6265,at you,27.336160665950455
6266,about them,27.331892348241002
6267,beginning of,27.328915829786617
6268,brand,27.327812655275327
6269,democracy,27.325048967406428
6270,socialist,27.32194615877671
6271,an eye,27.319825361835814
6272,ends,27.318977102800044
6273,requirements,27.312608730661502
6274,afghanistan,27.309588090028846
6275,meat,27.302987236433463
6276,edit wars,27.298312258540253
6277,edits in,27.290976415130665
6278,submit,27.283686760068456
6279,arse,27.280345993547577
6280,as opposed,27.27712177955633
6281,them on,27.274535175483265
6282,made up,27.272285092054158
6283,summary of,27.27045603453162
6284,above the,27.263091201469027
6285,and may,27.261731102840706
6286,give the,27.261637371203115
6287,controlled,27.260625959122745
6288,wrote the,27.26051008499903
6289,be of,27.258355380929643
6290,is over,27.2520111063349
6291,changed to,27.245685722960683
6292,me out,27.245612571159015
6293,germans,27.237320145788857
6294,hebrew,27.236238950000356
6295,complaints,27.222184435497052
6296,sending,27.216319217916585
6297,own article,27.216119723033785
6298,absolutely no,27.210383270086307
6299,more time,27.205036335118223
6300,99,27.197055965451632
6301,quality of,27.183509622934803
6302,of mine,27.178957881788126
6303,but now,27.17589070794486
6304,blah,27.17277856759547
6305,peer review,27.162707858098518
6306,warming,27.15996370265139
6307,unbiased,27.157530708455315
6308,people on,27.153335456027236
6309,is great,27.15126426931598
6310,for long,27.149990910937973
6311,living in,27.14949230308704
6312,translated,27.147210600076644
6313,note to,27.144298961729934
6314,found here,27.139957419783904
6315,gang,27.13919027392396
6316,the group,27.136812030224522
6317,rename,27.132832856851586
6318,adminship,27.12461387727948
